UoFKey,UoFNumber,RDNumber,IncidentDate,Location,Beat,Officer Identifier,SubjectKey,SubjAgeatTOI,SubjRace,SubjGender,ForceLevel,ForceType,Description
1512,11F-1214,11-052332,10/25/2011 4:44,200 Frank Ogawa Plaza     ,,626,5215,23,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1512,11F-1214,11-052332,10/25/2011 4:44,200 Frank Ogawa Plaza     ,,626,5231,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1512,11F-1214,11-052332,10/25/2011 4:44,200 Frank Ogawa Plaza     ,,626,5241,111,White,Male,Level 3,19,Non-Striking Use of Baton
1512,11F-1214,11-052332,10/25/2011 4:44,200 Frank Ogawa Plaza     ,,463,5215,23,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1512,11F-1214,11-052332,10/25/2011 4:44,200 Frank Ogawa Plaza     ,,3031,5228,18,White,Female,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,855,5539,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,3056,5572,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,3056,5572,111,Unknown,,Level 3,20,"Attempted Impact Weapon Strike, but Misses"
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,3056,5572,111,Unknown,,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2687,5544,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2687,5568,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,1392,5556,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,919,5571,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,919,5553,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2895,5538,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,406,5557,111,Unknown,,Level 3,17,O/C Applied to a Person
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,3113,5569,111,Unknown,,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2809,5541,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,795,5548,111,Unknown,,Level 3,17,O/C Applied to a Person
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,571,5549,29,Unknown,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,571,5549,29,Unknown,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,1980,5547,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,1051,5552,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,1051,5552,111,Unknown,,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,572,5558,111,Unknown,,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,3045,5573,111,Unknown,,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,3045,5573,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2558,5567,111,Unknown,,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2982,5575,111,Black,Male,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2982,5555,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1550,11F-1493,11-052352,10/25/2011 17:00,8th St & Broadway     ,,2294,5574,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1192,5280,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,732,5270,111,White,Male,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,855,5264,111,Unknown,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,855,5283,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1427,5258,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1392,5275,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,406,5262,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,797,5280,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,795,5254,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1980,5263,111,Unknown,,Level 3,17a,Other Chemical Agent Deployed / Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1980,5255,111,Unknown,,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1373,5258,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1373,5277,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1423,5277,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1667,5284,111,Unknown,,Level 3,17a,Other Chemical Agent Deployed / Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1667,5285,111,Unknown,,Level 3,17a,Other Chemical Agent Deployed / Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,1667,5288,111,Unknown,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,768,5256,111,Unknown,,Level 3,17a,Other Chemical Agent Deployed / Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,768,5272,111,Unknown,Female,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,768,5293,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,2558,5259,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,931,5286,111,Unknown,,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,931,5286,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,678,5287,111,Unknown,,Level 3,17,O/C Applied to a Person
1517,11F-1266,11-052352,10/25/2011 21:30,14th St & Broadway     ,,678,5289,111,Unknown,,Level 3,17,O/C Applied to a Person
1520,11F-1297,11-052979,10/29/2011 17:15,7100 Lockwood Street     ,,2809,5298,26,Black,Female,Level 2,15-16,Level 2-Weaponless Defense Technique Other than for Control Hold
1520,11F-1297,11-052979,10/29/2011 17:15,7100 Lockwood Street     ,,2809,5298,26,Black,Female,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1520,11F-1297,11-052979,10/29/2011 17:15,7100 Lockwood Street     ,,2982,5298,26,Black,Female,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1369,5421,111,Unknown,,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,708,5388,24,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,708,5388,24,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1192,5408,111,Unknown,Male,Level 3,18,Taser Fired but Probes Misses
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,555,5364,111,White,Female,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,555,5362,111,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,732,5402,111,Unknown,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,732,5376,111,Unknown,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,556,5368,23,White,Female,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1319,5409,111,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,632,5389,111,White,Female,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,3083,5355,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1427,5410,22,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1427,5410,22,White,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2895,5363,111,White,Male,Level 3,19,Non-Striking Use of Baton
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,797,5386,111,Unknown,,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,797,5411,111,Unknown,,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1843,5372,111,Hispanic,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,796,5393,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,796,5423,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2809,5403,111,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2521,5426,111,Unknown,Male,Level 3,19,Non-Striking Use of Baton
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2521,5427,111,White,Male,Level 3,19,Non-Striking Use of Baton
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2971,5381,111,Black,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,701,5429,111,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1667,5360,111,Unknown,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,880,5407,111,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1971,5430,111,Unknown,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1971,5428,111,Unknown,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2558,5378,111,Unknown,,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2558,5377,111,Unknown,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1447,5380,21,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,1447,5380,21,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2700,5398,111,Unknown,,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2700,5357,111,White,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2700,5379,111,Unknown,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2700,5431,111,Unknown,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2700,5394,111,White,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,931,5404,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,627,5417,111,White,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,678,5384,111,White,Male,Level 3,20,"Attempted Impact Weapon Strike, but Misses"
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2294,5382,32,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2294,5382,32,White,Male,Level 3,17,O/C Applied to a Person
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,460,5425,35,White,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1528,11F-1313,11-053672,11/3/2011 1:20,16th St & San Pablo Ave    ,,2322,5354,111,Unknown,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1529,11F-1314,11-053614,11/3/2011 1:45,1700 San Pablo Blvd     ,,2235,5432,22,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1516,11F-1239,11-053680,11/3/2011 3:20,7900 MacArthur Blvd     ,,1823,5250,51,Black,Female,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1516,11F-1239,11-053680,11/3/2011 3:20,7900 MacArthur Blvd     ,,1823,5250,51,Black,Female,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1530,11F-1315,11-053806,11/4/2011 7:34,1900 International Blvd     ,,1980,5437,38,Unknown,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1530,11F-1315,11-053806,11/4/2011 7:34,1900 International Blvd     ,,1423,5437,38,Unknown,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1530,11F-1315,11-053806,11/4/2011 7:34,1900 International Blvd     ,,1423,5437,38,Unknown,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1531,11F-1316,11-054493,11/8/2011 2:10,200 28th St     ,,726,5438,39,White,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1531,11F-1316,11-054493,11/8/2011 2:10,200 28th St     ,,726,5438,39,White,Male,Level 3,18,Taser Fired but Probes Misses
1544,11F-1387,11-054784,11/9/2011 18:52,200 Lee St     ,,3148,5497,20,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1532,11F-1317,11-054941,11/10/2011 21:30,100 Samaria Lane     ,,1890,5444,59,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1532,11F-1317,11-054941,11/10/2011 21:30,100 Samaria Lane     ,,1446,5444,59,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1533,11F-1318,11-055010,11/11/2011 10:51,2500 80th Ave     ,,666,5445,111,White,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1534,11F-1319,11-055373,11/14/2011 11:40,1400 Broadway      ,,1971,5460,30,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1534,11F-1319,11-055373,11/14/2011 11:40,1400 Broadway      ,,2558,5460,30,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1534,11F-1319,11-055373,11/14/2011 11:40,1400 Broadway      ,,2558,5460,30,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1534,11F-1319,11-055373,11/14/2011 11:40,1400 Broadway      ,,2700,5460,30,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1518,11F-1269,11-056186,11/18/2011 12:27,2900 Harold St     ,,1640,5294,29,Hispanic,Male,Level 1,8,Other LEVEL 1: (Describe in Narrative)
1518,11F-1269,11-056186,11/18/2011 12:27,2900 Harold St     ,,1797,5294,29,Hispanic,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,554,5523,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,2894,5525,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,2696,5524,111,White,Female,Level 3,19,Non-Striking Use of Baton
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,2696,5526,111,White,Male,Level 3,19,Non-Striking Use of Baton
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,1378,5527,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,978,5522,111,White,Male,Level 3,19,Non-Striking Use of Baton
1549,11F-1480,11-056330,11/19/2011 22:30,1700 MLK Way     ,,627,5523,111,White,Male,Level 2,12,Impact/Impromptu Weapon with Contact - Regardless of Injury
1535,11F-1320,11-056636,11/21/2011 18:59,0 Malta St     ,,1436,5463,15,Black,Male,Level 1,4,Intentional Strike to Head w/ Impact Weapon - Regardless of Injury
1535,11F-1320,11-056636,11/21/2011 18:59,0 Malta St     ,,2814,5462,15,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,424,5511,111,Unknown,,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,3092,5510,31,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,2428,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,3148,5511,111,Unknown,,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,1446,5512,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,1446,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,3112,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,3113,5511,111,Unknown,,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,669,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,2603,5510,31,Black,Male,Level 4,23,"Weaponless Defense Technique applied to a vulnerable area, excluding strikes (e.g., hair grab, pressure to mastoid, shoulder grab)"
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,736,5511,111,Unknown,,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,2749,5511,111,Unknown,,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,2446,5511,111,Unknown,,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,2446,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,676,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,2916,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1547,11F-1475,11-057067,11/24/2011 16:10,100 Frank Ogawa Plaza     ,,1858,5511,111,Unknown,,Level 3,19,Non-Striking Use of Baton
1536,11F-1321,11-057381,11/27/2011 2:20,7800 Outlook Ave     ,,3152,5469,26,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1536,11F-1321,11-057381,11/27/2011 2:20,7800 Outlook Ave     ,,3152,5469,26,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1536,11F-1321,11-057381,11/27/2011 2:20,7800 Outlook Ave     ,,3172,5469,26,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1536,11F-1321,11-057381,11/27/2011 2:20,7800 Outlook Ave     ,,3172,5469,26,Black,Male,Level 3,16,Weaponless Defense Technique Other than for Control Hold
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,1211,5474,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,1211,5472,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,1873,5474,19,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,1873,5472,17,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,1408,5473,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,2384,5473,16,Black,Male,Level 2,14,"Police Patrol Canine Bites Clothing, Skin, or Injures a Person beyond first aide"
1537,11F-1322,11-056676,11/28/2011 22:58,900 West MacArthur Blvd     ,,2384,5473,16,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,2821,5498,22,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,2821,5498,22,Black,Male,Level 4,25,"Weaponless Control Technique Control Hold with no injury or complaint of injury (Bent Wrist, Twist Lock, Arm-Bar)"
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,2821,5498,22,Black,Male,Level 4,26-16,Level 4-Weaponless Defense Technique Other than for Control Hold
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,2814,5498,22,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,2969,5498,22,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,2901,5498,22,Black,Male,Level 4,22,Intentionally Pointing a Firearm at a Person
1545,11F-1388,11-057988,11/30/2011 22:46,"4700 Foothill Blvd,     ",,786,5498,22,Black,Male,Level 3,11,"If Taser® Probes Impact Clothing, Penetrates Skin, or Push Stun"
