INCIDENT NUMBER,REPORT NUMBER,UOF DATE,SUBJECT NUMBER,SUBJECT RACE,SUBJECT AGE,SUBJECT SEX,WEAPON TYPE,TYPE OF WEAPON(OTHER),COMPLAINT OF PAIN,SUBJECT INJURED,CHARGES
UOF-2016-0134,160124134,2/11/2016,20161,W - White,38,M,,,Yes,Yes,
UOF-2016-0129,160126055,2/11/2016,20149,W - White,39,M,Replica Firearm,,Yes,No,
UOF-2016-0180,160124708,2/11/2016,20389,H - Hispanic,46,M,,,No,No,
UOF-2016-0164,1604361,2/12/2016,20224,W - White,46,M,,,No,No,
UOF-2016-0278,160131985,2/13/2016,20603,B - Black,22,F,,,No,No,
UOF-2016-0280,160131991,2/13/2016,20606,W - White,35,M,,,No,No,
UOF-2016-0169,160130012,2/13/2016,20234,W - White,45,F,,,No,Yes,
UOF-2016-0280,160131991,2/13/2016,20605,W - White,47,M,,,No,No,
UOF-2016-0142,160130153,2/13/2016,20173,A - Asian or Pacific Islander,51,M,,,No,Yes,
UOF-2016-0152,160131333,2/13/2016,20201,B - Black,55,M,,,Yes,No,
UOF-2016-0153,160133602,2/14/2016,20202,B - Black,21,M,,,No,No,
UOF-2016-0162,160134008,2/14/2016,20221,B - Black,24,M,,,No,No,
UOF-2016-0135,160134042,2/14/2016,20162,W - White,55,M,,,No,No,
UOF-2016-0163,160136509,2/15/2016,20223,H - Hispanic,21,M,,,Yes,Yes,
UOF-2016-0170,160137234,2/15/2016,20236,B - Black,52,M,,,No,Yes,
UOF-2016-0181,160133511,2/16/2016,20393,B - Black,18,M,,,No,No,
UOF-2016-0282,160139490,2/16/2016,20609,H - Hispanic,31,M,,,No,No,
UOF-2016-0218,160139832,2/16/2016,20457,B - Black,32,M,,,No,No,
UOF-2016-0182,160148338,2/16/2016,20396,B - Black,34,M,,,No,No,
UOF-2016-0282,160139490,2/16/2016,20608,H - Hispanic,35,M,,,No,No,
UOF-2016-0219,160142374,2/17/2016,20458,H - Hispanic,21,M,,,No,No,
UOF-2016-0283,160094907,2/17/2016,20610,B - Black,31,M,,,Yes,No,
UOF-2016-0220,160137814,2/17/2016,20459,W - White,41,F,,,No,No,
UOF-2016-0183,160144819,2/18/2016,20410,H - Hispanic,24,M,,,No,No,
UOF-2016-0312,160148350,2/19/2016,20411,B - Black,19,M,,,Yes,Yes,
UOF-2016-0191,160069665,2/19/2016,20424,B - Black,22,F,,,No,No,
UOF-2016-0284,160149029,2/19/2016,20611,H - Hispanic,25,M,,,No,No,
UOF-2016-0227,160141166,2/19/2016,20475,H - Hispanic,31,F,,,No,No,
UOF-2016-0200,160146821,2/19/2016,20439,W - White,33,M,,,Yes,No,
UOF-2016-0227,160141166,2/19/2016,20474,B - Black,42,M,,,No,No,
UOF-2016-0191,160069665,2/19/2016,20423,B - Black,47,F,,,No,No,
UOF-2016-0227,160141166,2/19/2016,20476,B - Black,49,F,,,No,No,
UOF-2016-0285,160149643,2/20/2016,20612,W - White,24,M,,,No,Yes,
UOF-2016-0192,160149853,2/20/2016,20425,H - Hispanic,25,M,,,No,No,
UOF-2016-0221,160149875,2/20/2016,20460,W - White,55,M,,,No,No,
UOF-2016-0273,160152191,2/21/2016,20400,B - Black,18,F,,,Yes,No,
UOF-2016-0209,160152317,2/21/2016,20448,H - Hispanic,19,M,,,Yes,Yes,
UOF-2016-0273,160152191,2/21/2016,20398,H - Hispanic,19,M,,,Yes,No,
UOF-2016-0286,160152492,2/21/2016,20613,H - Hispanic,19,M,,,No,No,
UOF-2016-0287,160154404,2/21/2016,20615,B - Black,25,M,,,No,No,
UOF-2016-0287,160154404,2/21/2016,20614,B - Black,26,M,,,No,No,
UOF-2016-0287,160154404,2/21/2016,20616,B - Black,26,M,,,No,No,
UOF-2016-0193,160154040,2/21/2016,20426,H - Hispanic,28,M,,,No,No,
UOF-2016-0314,160154589,2/21/2016,20688,B - Black,56,M,,,No,No,
UOF-2016-0288,160156591,2/22/2016,20617,W - White,24,F,,,Yes,Yes,
UOF-2016-0213,160156961,2/22/2016,20452,B - Black,29,M,,,No,Yes,
UOF-2016-0188,160155991,2/22/2016,20416,B - Black,30,M,,,No,No,
UOF-2016-0222,160154846,2/22/2016,20462,H - Hispanic,35,M,,,No,No,
UOF-2016-0228,160157765,2/22/2016,20477,B - Black,47,M,,,No,Yes,
UOF-2016-0212,160156416,2/22/2016,20451,H - Hispanic,51,M,,,No,No,
UOF-2016-0222,160154846,2/22/2016,20461,H - Hispanic,,M,,,,,
UOF-2016-0289,160160934,2/23/2016,20619,H - Hispanic,20,M,,,No,No,
UOF-2016-0289,160160934,2/23/2016,20618,H - Hispanic,23,F,,,No,No,
UOF-2016-0189,160160257,2/23/2016,20418,W - White,51,M,,,No,No,
UOF-2016-0210,CHP160296,2/23/2016,20449,,Unk,U,,,,,
UOF-2016-0229,160161089,2/24/2016,20478,W - White,29,M,,,No,Yes,
UOF-2016-0184,160163552,2/24/2016,20412,B - Black,39,M,,,No,No,
UOF-2016-0290,160164055,2/24/2016,20620,W - White,44,M,,,No,No,
UOF-2016-0223,160163881,2/24/2016,20463,B - Black,58,M,,,No,No,
UOF-2016-0196,160162015,2/24/2016,20429,W - White,59,M,,,Yes,Yes,
UOF-2016-0291,160166750,2/25/2016,20623,W - White,25,M,,,No,No,
UOF-2016-0291,160166750,2/25/2016,20621,H - Hispanic,31,F,,,No,No,
UOF-2016-0201,160164271,2/25/2016,20440,B - Black,35,M,,,No,No,
UOF-2016-0291,160166750,2/25/2016,20622,W - White,43,M,,,No,No,
UOF-2016-0214,160165229,2/25/2016,20453,H - Hispanic,54,M,,,No,No,
UOF-2016-0185,160166108,2/25/2016,20413,B - Black,56,F,,,No,No,
UOF-2016-0197,160167021,2/26/2016,20434,B - Black,24,M,,,No,No,
UOF-2016-0197,160167021,2/26/2016,20432,B - Black,25,M,,,No,No,
UOF-2016-0197,160167021,2/26/2016,20433,B - Black,25,M,,,No,No,
UOF-2016-0292,160167623,2/26/2016,20624,W - White,35,M,,,No,No,
UOF-2016-0194,160167924,2/26/2016,20427,B - Black,48,M,,,Yes,Yes,
UOF-2016-0226,160169873,2/27/2016,20468,H - Hispanic,26,F,,,No,No,
UOF-2016-0226,160169873,2/27/2016,20470,H - Hispanic,27,M,,,No,No,
UOF-2016-0226,160169873,2/27/2016,20469,H - Hispanic,29,M,,,No,No,
UOF-2016-0226,160169873,2/27/2016,20471,H - Hispanic,29,M,,,No,No,
UOF-2016-0226,160169873,2/27/2016,20472,B - Black,31,M,,,No,No,
UOF-2016-0226,160169873,2/27/2016,20473,B - Black,32,F,,,No,No,
UOF-2016-0195,160171345,2/27/2016,20428,W - White,33,M,,,Yes,No,
UOF-2016-0186,160172600,2/27/2016,20414,B - Black,47,M,,,Yes,No,
UOF-2016-0198,160170654,2/27/2016,20435,A - Asian or Pacific Islander,55,F,,,Yes,No,
UOF-2016-0313,160174703,2/28/2016,20419,B - Black,22,M,,,Yes,Yes,
UOF-2016-0313,160174703,2/28/2016,20420,B - Black,22,M,,,No,No,
UOF-2016-0216,160173705,2/28/2016,20455,B - Black,26,M,,,No,No,
UOF-2016-0215,160170024,2/28/2016,20454,B - Black,49,M,,,No,No,
UOF-2016-0293,160173410,2/28/2016,20625,B - Black,55,M,,,No,No,
UOF-2016-0224,160175228,2/29/2016,20466,A - Asian or Pacific Islander,22,F,,,No,No,
UOF-2016-0190,160177967,2/29/2016,20421,W - White,24,F,,,No,No,
UOF-2016-0211,160176668,2/29/2016,20450,W - White,28,M,,,No,No,
UOF-2016-0187,160177939,2/29/2016,20415,B - Black,33,M,,,Yes,No,
UOF-2016-0225,160176226,2/29/2016,20467,B - Black,37,M,,,No,No,
UOF-2016-0190,160177967,2/29/2016,20422,W - White,39,M,,,No,No,
UOF-2016-0224,160175228,2/29/2016,20464,B - Black,39,M,,,No,No,
UOF-2016-0224,160175228,2/29/2016,20465,B - Black,40,M,,,No,No,
UOF-2016-0217,160177826,2/29/2016,20456,B - Black,Unk,M,,,No,No,
UOF-2016-0294,160180738,3/1/2016,20626,B - Black,24,M,,,No,No,
UOF-2016-0246,160178379,3/1/2016,20497,B - Black,34,M,,,No,Yes,
UOF-2016-0230,160147415,3/2/2016,20480,B - Black,20,M,,,No,No,
UOF-2016-0240,160183920,3/2/2016,20491,W - White,27,M,,,No,No,
UOF-2016-0261,160183271,3/2/2016,20527,H - Hispanic,33,M,,,No,No,
UOF-2016-0230,160147415,3/2/2016,20479,B - Black,45,M,,,No,No,
UOF-2016-0258,160184116,3/2/2016,20517,W - White,45,M,,,Yes,Yes,
UOF-2016-0269,160186902,3/3/2016,20539,B - Black,32,M,,,No,No,
UOF-2016-0262,160186065,3/3/2016,20529,W - White,35,M,,,Yes,No,
UOF-2016-0242,160187057,3/3/2016,20493,W - White,49,M,,,No,Yes,
UOF-2016-0232,160188801,3/4/2016,20481,W - White,25,M,,,No,No,
UOF-2016-0239,160189940,3/4/2016,20490,B - Black,27,M,,,Yes,Yes,
UOF-2016-0243,160188635,3/4/2016,20494,B - Black,27,M,,,No,No,
UOF-2016-0232,160188801,3/4/2016,20482,W - White,28,M,,,No,No,
UOF-2016-0259,160152856,3/4/2016,20519,H - Hispanic,30,M,,,No,No,
UOF-2016-0259,160152856,3/4/2016,20521,H - Hispanic,30,F,,,No,No,
UOF-2016-0259,160152856,3/4/2016,20518,H - Hispanic,35,M,,,No,No,
UOF-2016-0233,160187869,3/4/2016,20484,B - Black,42,F,,,Yes,Yes,
UOF-2016-0202,160189417,3/4/2016,20441,W - White,50,M,,,No,Yes,
UOF-2016-0241,160187217,3/4/2016,20492,B - Black,52,M,,,Yes,No,
UOF-2016-0263,160190373,3/5/2016,20531,B - Black,25,M,,,No,No,
UOF-2016-0203,160190339,3/5/2016,20442,H - Hispanic,28,M,,,Yes,No,
UOF-2016-0263,160190373,3/5/2016,20530,B - Black,30,M,,,No,No,
UOF-2016-0204,160191365,3/5/2016,20443,B - Black,32,M,,,No,No,
UOF-2016-0205,160191553,3/5/2016,20444,W - White,34,M,,,No,No,
UOF-2016-0234,160190323,3/5/2016,20485,H - Hispanic,35,M,,,No,No,
UOF-2016-0247,160191650,3/5/2016,20498,B - Black,36,F,,,No,Yes,
UOF-2016-0295,160059600,3/5/2016,20627,W - White,44,M,,,No,No,
UOF-2016-0206,160194933,3/6/2016,20445,W - White,41,F,,,Yes,Yes,
UOF-2016-0248,160194121,3/6/2016,20499,W - White,52,M,,,No,No,
UOF-2016-0255,160195210,3/7/2016,20511,W - White,27,M,,,No,No,
UOF-2016-0264,160189605,3/7/2016,20532,W - White,31,M,,,No,No,
UOF-2016-0244,160196989,3/7/2016,20495,W - White,33,F,,,No,No,
UOF-2016-0255,160195210,3/7/2016,20510,W - White,46,M,,,No,No,
UOF-2016-0238,1606860,3/8/2016,20489,B - Black,75,M,,,No,No,
UOF-2016-0257,160203302,3/9/2016,20522,A - Asian or Pacific Islander,21,M,,,No,No,
UOF-2016-0251,160200881,3/10/2016,20504,H - Hispanic,18,M,,,No,No,
UOF-2016-1101,160096185,3/10/2016,22199,A - Asian or Pacific Islander,43,M,,,No,No,
UOF-2016-0236,160203675,3/10/2016,20487,B - Black,44,M,,,Yes,No,
UOF-2016-0249,160208948,3/11/2016,20500,W - White,37,M,,,Yes,Yes,
UOF-2016-0265,160207683,3/11/2016,20533,W - White,51,M,,,No,Yes,
UOF-2016-0332,160225920,3/12/2016,20715,H - Hispanic,18,M,,,No,No,
UOF-2016-0237,160211509,3/12/2016,20488,B - Black,27,M,,,No,No,
UOF-2016-0266,160211377,3/12/2016,20535,A - Asian or Pacific Islander,27,M,,,No,No,
UOF-2016-0266,160211377,3/12/2016,20534,H - Hispanic,67,M,,,No,No,
UOF-2016-0207,160212632,3/13/2016,20446,W - White,33,M,,,No,No,
UOF-2016-0250,160212319,3/13/2016,20501,B - Black,34,M,,,Yes,Yes,
UOF-2016-0315,160211725,3/13/2016,20691,W - White,36,M,,,No,No,
UOF-2016-0245,160218919,3/13/2016,20496,B - Black,46,M,Firearm; Knife or Edged Weapon,,No,Yes,
UOF-2016-0296,160213674,3/14/2016,20630,B - Black,23,F,,,No,No,
UOF-2016-0296,160213674,3/14/2016,20628,W - White,24,M,,,No,No,
UOF-2016-0297,160214666,3/14/2016,20631,W - White,29,M,,,Yes,No,
UOF-2016-0253,160216913,3/14/2016,20507,B - Black,49,M,,,No,No,
UOF-2016-0299,160219876,3/15/2016,20633,W - White,25,M,,,Yes,No,
UOF-2016-0254,160219923,3/15/2016,20509,H - Hispanic,27,M,,,Yes,Yes,
UOF-2016-0268,160218282,3/15/2016,20537,B - Black,28,M,,,No,No,
UOF-2016-0298,160218549,3/15/2016,20632,H - Hispanic,31,M,Knife or Edged Weapon,,No,No,
UOF-2016-0235,160218696,3/15/2016,20486,W - White,32,M,,,No,Yes,
UOF-2016-0231,160216888,3/15/2016,20483,H - Hispanic,33,M,,,Yes,Yes,
UOF-2016-0208,160216684,3/15/2016,20447,B - Black,34,M,,,Yes,Yes,
UOF-2016-0252,160206851,3/15/2016,20506,W - White,34,M,,,No,No,
UOF-2016-0267,160216866,3/15/2016,20536,B - Black,36,M,,,Yes,No,
UOF-2016-0350,160222120,3/16/2016,20735,B - Black,19,M,,,Yes,Yes,
UOF-2016-0346,160207837,3/16/2016,16361,B - Black,23,M,,,No,No,
UOF-2016-0349,160220817,3/16/2016,20734,B - Black,23,M,,,Yes,Yes,
UOF-2016-0318,160145629,3/16/2016,20698,B - Black,24,M,,,No,No,
UOF-2016-0351,160221326,3/16/2016,20736,H - Hispanic,37,M,,,No,Yes,
UOF-2016-0300,160222318,3/16/2016,20634,W - White,48,M,,,No,No,
UOF-2016-0348,160220497,3/16/2016,20733,B - Black,55,M,,,No,No,
UOF-2016-0362,160225754,3/17/2016,20746,W - White,20,M,,,No,Yes,
UOF-2016-0316,160224728,3/17/2016,20696,U - Unknown,23,M,,,Yes,No,
UOF-2016-0347,160207837,3/17/2016,20732,B - Black,23,M,,,No,No,
UOF-2016-0352,160223134,3/17/2016,20737,W - White,25,F,,,Yes,Yes,
UOF-2016-0301,160223297,3/17/2016,20635,B - Black,30,M,,,No,Yes,
UOF-2016-0353,160234169,3/17/2016,20738,B - Black,32,M,,,No,No,
UOF-2016-0360,160225237,3/17/2016,20744,B - Black,39,M,,,No,Yes,
UOF-2016-0328,160225851,3/17/2016,20709,B - Black,41,M,,,No,No,
UOF-2016-0361,160225663,3/17/2016,20745,W - White,48,M,,,No,Yes,
UOF-2016-0302,160229126,3/18/2016,20636,B - Black,36,M,,,No,No,
UOF-2016-0335,160231864,3/19/2016,20717,B - Black,21,F,,,No,No,
UOF-2016-0327,160229267,3/19/2016,20708,U - Unknown,30,M,,,Yes,No,
UOF-2016-0329,160044485,3/19/2016,20798,B - Black,31,M,,,No,No,
UOF-2016-0304,160231632,3/19/2016,20639,A - Asian or Pacific Islander,34,M,,,Yes,No,
UOF-2016-0336,160231381,3/19/2016,20719,A - Asian or Pacific Islander,36,M,,,No,No,
UOF-2016-0333,160229944,3/19/2016,20716,B - Black,40,M,,,No,No,
UOF-2016-0303,160229621,3/19/2016,20638,W - White,42,M,,,No,No,
UOF-2016-0303,160229621,3/19/2016,20637,H - Hispanic,48,F,,,No,No,
UOF-2016-0337,160246374,3/20/2016,20720,B - Black,24,M,,,No,Yes,
UOF-2016-0339,160233337,3/20/2016,20721,B - Black,33,F,,,No,No,
UOF-2016-0334,160233650,3/20/2016,20718,B - Black,42,M,,,No,Yes,
UOF-2016-0319,160232323,3/20/2016,20699,H - Hispanic,48,M,,,No,No,
UOF-2016-0354,160234131,3/20/2016,19727,B - Black,49,M,,,Yes,Yes,
UOF-2016-0389,1608062,3/20/2016,20783,W - White,49,M,,,No,Yes,
UOF-2016-0320,160234705,3/21/2016,20700,B - Black,20,M,,,No,No,
UOF-2016-0305,160237674,3/21/2016,20641,H - Hispanic,26,M,,,No,No,
UOF-2016-0321,160234921,3/21/2016,20701,W - White,30,M,,,No,No,
UOF-2016-0322,160240780,3/21/2016,20702,B - Black,36,M,,,No,Yes,
UOF-2016-0355,160239056,3/22/2016,20739,H - Hispanic,26,M,,,No,No,
UOF-2016-0330,160226291,3/22/2016,20713,W - White,41,F,,,No,No,
UOF-2016-0306,160128067,3/22/2016,20642,A - Asian or Pacific Islander,42,M,,,No,No,
UOF-2016-0330,160226291,3/22/2016,20712,B - Black,44,M,,,No,No,
UOF-2016-0317,160241885,3/23/2016,20697,H - Hispanic,26,M,,,No,No,
UOF-2016-0331,160242093,3/23/2016,20714,B - Black,43,M,,,No,No,
UOF-2016-0323,160245520,3/24/2016,20703,W - White,19,M,,,Yes,Yes,
UOF-2016-0340,160245445,3/24/2016,20724,B - Black,26,M,,,Yes,Yes,
UOF-2016-0356,160244851,3/24/2016,20740,B - Black,32,M,,,Yes,No,
UOF-2016-0341,160247009,3/25/2016,20725,H - Hispanic,31,M,,,Yes,Yes,
UOF-2016-0342,160249403,3/25/2016,20726,B - Black,33,M,,,No,No,
UOF-2016-0357,160247316,3/25/2016,20741,B - Black,42,M,,,Yes,No,
UOF-2016-0324,160249146,3/25/2016,20704,B - Black,52,M,,,No,No,
UOF-2016-0345,160246829,3/25/2016,20731,B - Black,55,M,,,No,No,
UOF-2016-0338,160246772,3/25/2016,20722,B - Black,56,M,,,No,No,
UOF-2016-0338,160246772,3/25/2016,20723,B - Black,60,M,,,No,No,
UOF-2016-0358,160250886,3/26/2016,20742,B - Black,42,M,,,Yes,Yes,
UOF-2016-0325,160253125,3/27/2016,20705,W - White,49,M,,,No,No,
UOF-2016-0307,160255171,3/28/2016,20643,H - Hispanic,20,M,,,No,No,
UOF-2016-0307,160255171,3/28/2016,20644,H - Hispanic,27,M,,,No,No,
UOF-2016-0359,160255018,3/28/2016,20743,A - Asian or Pacific Islander,27,M,,,No,Yes,
UOF-2016-0326,160260681,3/29/2016,20706,H - Hispanic,33,M,,,Yes,Yes,
UOF-2016-0308,160259452,3/29/2016,20646,H - Hispanic,39,M,,,No,No,
UOF-2016-0391,160258692,3/29/2016,20797,A - Asian or Pacific Islander,39,M,,,No,No,
UOF-2016-0363,160256339,3/29/2016,15053,B - Black,40,M,,,No,No,
UOF-2016-0308,160259452,3/29/2016,20647,W - White,44,M,,,No,No,
UOF-2016-0308,160259452,3/29/2016,20645,H - Hispanic,45,F,,,No,No,
UOF-2016-0309,160263873,3/30/2016,20648,H - Hispanic,21,M,,,No,No,
UOF-2016-0344,160263174,3/30/2016,20730,H - Hispanic,24,M,,,No,No,
UOF-2016-0310,160264097,3/30/2016,20639,A - Asian or Pacific Islander,34,M,,,No,No,
UOF-2016-0344,160263174,3/30/2016,20729,H - Hispanic,35,M,,,No,No,
UOF-2016-0364,160262461,3/30/2016,20747,B - Black,49,M,,,No,No,
UOF-2016-0365,160265227,3/31/2016,20748,W - White,36,M,,,No,No,
UOF-2016-0405,160267706,4/1/2016,20815,W - White,25,M,,,Yes,No,
UOF-2016-0406,160268419,4/1/2016,20816,B - Black,28,M,,,No,No,
UOF-2016-0406,160268419,4/1/2016,20817,H - Hispanic,31,F,,,No,No,
UOF-2016-0434,160271939,4/2/2016,20859,W - White,20,M,,,No,No,
UOF-2016-0434,160271939,4/2/2016,20858,W - White,22,M,,,No,No,
UOF-2016-0407,160272965,4/2/2016,20818,B - Black,26,M,,,No,No,
UOF-2016-0398,160276149,4/2/2016,20805,W - White,34,M,,,No,No,
UOF-2016-0433,160271149,4/2/2016,20856,B - Black,45,M,,,No,No,
UOF-2016-0416,160270743,4/2/2016,20829,W - White,61,M,,,No,No,
UOF-2016-0397,160273509,4/3/2016,20804,W - White,37,M,,,No,Yes,
UOF-2016-0435,160277987,4/4/2016,20863,H - Hispanic,18,M,,,No,Yes,
UOF-2016-0409,160278593,4/4/2016,20820,A - Asian or Pacific Islander,32,M,,,No,No,
UOF-2016-0402,160278979,4/4/2016,20812,B - Black,52,M,,,Yes,No,
UOF-2016-0408,160277448,4/4/2016,20819,W - White,55,M,,,No,No,
UOF-2016-0425,160277498,4/4/2016,20842,W - White,66,M,,,Yes,Yes,
UOF-2016-0439,160279212,4/5/2016,20870,B - Black,19,F,,,No,No,
UOF-2016-0392,160280071,4/5/2016,20799,H - Hispanic,20,M,,,Yes,Yes,
UOF-2016-0426,160279137,4/5/2016,20843,H - Hispanic,20,M,,,No,No,
UOF-2016-0440,160279206,4/5/2016,20876,B - Black,24,F,,,No,No,
UOF-2016-0439,160279212,4/5/2016,20871,B - Black,25,F,,,No,No,
UOF-2016-0439,160279212,4/5/2016,20873,B - Black,25,M,,,No,No,
UOF-2016-0393,160279529,4/5/2016,20800,H - Hispanic,27,M,,,No,Yes,
UOF-2016-0440,160279206,4/5/2016,20874,B - Black,28,M,,,No,No,
UOF-2016-0440,160279206,4/5/2016,20878,B - Black,29,M,,,No,No,
UOF-2016-0439,160279212,4/5/2016,20869,B - Black,39,M,,,No,No,
UOF-2016-0427,160282083,4/5/2016,20844,W - White,42,M,,,No,No,
UOF-2016-0439,160279212,4/5/2016,20872,B - Black,44,F,,,No,No,
UOF-2016-0440,160279206,4/5/2016,20875,B - Black,55,F,,,No,No,
UOF-2016-0418,160284556,4/6/2016,20832,B - Black,33,F,,,Yes,Yes,
UOF-2016-0417,160282265,4/6/2016,20830,B - Black,48,M,,,No,No,
UOF-2016-0419,160288354,4/7/2016,20826,B - Black,29,M,,,No,No,
UOF-2016-0399,160288100,4/7/2016,20806,B - Black,35,M,,,No,No,
UOF-2016-0399,160288100,4/7/2016,20807,W - White,44,M,,,No,No,
UOF-2016-0410,160286132,4/7/2016,20821,H - Hispanic,,M,,,No,Yes,
UOF-2016-0436,160290638,4/8/2016,20864,B - Black,24,M,,,No,No,
UOF-2016-0436,160290638,4/8/2016,20865,B - Black,29,M,,,No,No,
UOF-2016-0394,160288332,4/8/2016,20801,W - White,36,M,,,Yes,Yes,
UOF-2016-0411,160289772,4/8/2016,20822,B - Black,37,M,,,No,No,
UOF-2016-0420,160289562,4/8/2016,20834,H - Hispanic,39,M,,,Yes,Yes,
UOF-2016-0411,160289772,4/8/2016,20823,B - Black,40,F,,,No,No,
UOF-2016-0403,160290707,4/8/2016,20813,H - Hispanic,41,M,,,No,No,
UOF-2016-0432,160289233,4/8/2016,20855,W - White,51,M,,,No,No,
UOF-2016-0412,160289954,4/8/2016,20824,H - Hispanic,52,M,,,No,No,
UOF-2016-0441,160289073,4/9/2016,20880,U - Unknown,23,M,,,No,No,
UOF-2016-0404,160293080,4/9/2016,20814,B - Black,36,M,,,Yes,Yes,
UOF-2016-0441,160289073,4/9/2016,20879,B - Black,60,M,,,No,No,
UOF-2016-0413,160295650,4/10/2016,20826,B - Black,29,M,,,No,No,
UOF-2016-0413,160295650,4/10/2016,20825,H - Hispanic,35,M,,,No,No,
UOF-2016-0429,160294953,4/10/2016,20467,B - Black,37,M,,,Yes,Yes,
UOF-2016-0423,160296028,4/10/2016,20837,W - White,48,M,,,No,No,
UOF-2016-0424,160296432,4/11/2016,20841,H - Hispanic,18,M,,,No,No,
UOF-2016-0424,160296432,4/11/2016,20839,H - Hispanic,19,M,,,No,No,
UOF-2016-0424,160296432,4/11/2016,20838,H - Hispanic,20,M,,,No,No,
UOF-2016-0424,160296432,4/11/2016,20840,H - Hispanic,22,M,,,No,No,
UOF-2016-0414,160298789,4/11/2016,20827,B - Black,37,M,,,No,No,
UOF-2016-0382,160302277,4/12/2016,20776,B - Black,19,M,,,No,No,
UOF-2016-0395,160299696,4/12/2016,20802,B - Black,31,M,,,Yes,Yes,
UOF-2016-0421,160302421,4/12/2016,20835,W - White,37,M,,,No,Yes,
UOF-2016-0400,160228861,4/13/2016,20808,B - Black,26,M,,,No,No,
UOF-2016-0422,160304502,4/13/2016,20836,U - Unknown,29,M,,,No,Yes,
UOF-2016-0437,160305077,4/13/2016,20866,H - Hispanic,30,M,,,Yes,Yes,
UOF-2016-0481,160313393,4/13/2016,20979,B - Black,42,M,,,Yes,Yes,
UOF-2016-0383,160224944,4/13/2016,20777,A - Asian or Pacific Islander,43,M,,,No,No,
UOF-2016-0438,160307863,4/14/2016,20867,B - Black,18,M,,,No,No,
UOF-2016-0384,160306956,4/14/2016,20778,A - Asian or Pacific Islander,24,M,,,No,Yes,
UOF-2016-0401,160301768,4/14/2016,20810,B - Black,26,F,,,No,No,
UOF-2016-0396,160305754,4/14/2016,20803,W - White,36,M,,,No,Yes,
UOF-2016-0401,160301768,4/14/2016,20809,B - Black,38,F,,,No,No,
UOF-2016-0401,160301768,4/14/2016,20811,B - Black,48,M,,,No,No,
UOF-2016-0428,160311074,4/15/2016,20845,B - Black,18,F,,,No,No,
UOF-2016-0428,160311074,4/15/2016,20847,B - Black,18,F,,,No,No,
UOF-2016-0415,160308639,4/15/2016,20828,A - Asian or Pacific Islander,28,M,,,No,Yes,
UOF-2016-0386,160309609,4/15/2016,20780,H - Hispanic,31,M,,,No,Yes,
UOF-2016-0385,160310167,4/15/2016,20779,W - White,33,M,,,No,No,
UOF-2016-0653,160310430,4/15/2016,21358,H - Hispanic,34,M,,,No,No,
UOF-2016-0463,160311654,4/16/2016,20958,A - Asian or Pacific Islander,26,M,,,No,Yes,
UOF-2016-0484,160313183,4/16/2016,20982,B - Black,29,F,,,No,Yes,
UOF-2016-0494,160312016,4/16/2016,20146,B - Black,32,M,,,No,Yes,
UOF-2016-0712,160313337,4/16/2016,21472,B - Black,33,M,,,Yes,No,
UOF-2016-0442,160312248,4/16/2016,20929,W - White,34,M,,,No,No,
UOF-2016-0486,160314238,4/16/2016,20018,B - Black,35,M,,,No,No,
UOF-2016-0461,160313309,4/16/2016,20955,B - Black,40,M,,,No,No,
UOF-2016-0461,160313309,4/16/2016,20956,W - White,42,M,,,No,No,
UOF-2016-0430,160314313,4/17/2016,20848,A - Asian or Pacific Islander,35,M,,,No,Yes,
UOF-2016-0487,160316290,4/17/2016,20719,A - Asian or Pacific Islander,36,M,,,No,No,
UOF-2016-0462,160315781,4/17/2016,20957,H - Hispanic,41,M,,,No,Yes,
UOF-2016-0443,160315117,4/17/2016,20930,W - White,47,M,,,No,No,
UOF-2016-0448,160318785,4/18/2016,20938,B - Black,23,F,,,No,No,
UOF-2016-0457,160317094,4/18/2016,20947,B - Black,35,M,,,No,No,
UOF-2016-0464,160319313,4/18/2016,17300,W - White,38,M,,,No,No,
UOF-2016-0449,160322429,4/19/2016,20939,B - Black,19,M,,,No,No,
UOF-2016-0492,160320661,4/19/2016,20990,B - Black,28,F,,,Yes,Yes,
UOF-2016-0482,160316905,4/19/2016,20980,W - White,40,M,,,No,No,
UOF-2016-0499,160289073,4/20/2016,20996,B - Black,18,M,,,No,No,
UOF-2016-0451,160325508,4/20/2016,20941,B - Black,24,F,,,No,No,
UOF-2016-0450,160325940,4/20/2016,20940,B - Black,25,M,,,No,No,
UOF-2016-0465,160326001,4/20/2016,20959,H - Hispanic,26,M,,,Yes,No,
UOF-2016-0495,160324033,4/20/2016,20992,B - Black,28,M,,,No,No,
UOF-2016-0466,160326067,4/20/2016,20960,B - Black,34,M,,,No,No,
UOF-2016-0499,160289073,4/20/2016,20998,B - Black,34,F,,,No,No,
UOF-2016-0499,160289073,4/20/2016,20997,B - Black,38,M,,,No,No,
UOF-2016-0488,160329265,4/21/2016,20985,B - Black,18,M,,,No,No,
UOF-2016-0474,160328079,4/21/2016,20969,B - Black,25,F,,,No,No,
UOF-2016-0474,160328079,4/21/2016,20970,B - Black,27,M,,,No,No,
UOF-2016-0483,160328552,4/21/2016,20981,W - White,27,M,,,No,Yes,
UOF-2016-0458,160326465,4/21/2016,20951,B - Black,38,M,,,No,No,
UOF-2016-0458,160326465,4/21/2016,20950,B - Black,39,M,,,No,No,
